44,44,,52.6,envelope,low,,,Migrate KY 41905 Bonner 4913 ,,
45,45,,303.92,envelope,medium,,,Austin TX 78778 Talmadge 7 ,,
46,46,,221.69,envelope,low,,,Dallas TX 75310 Namekagon 6475 150,,
47,47,,165.4,package,medium,,,Pasadena TX 77505 Everett 39 ,,
48,48,,9.84,envelope,low,,,Milwaukee WI 53234 Mcguire 42938 ,,
49,49,,315.16,package,high,,,Washington DC 20220 Onsgard 620 ,,
50,50,,83.95,package,low,,,Columbia MO 65211 Prentice 11 ,,
51,51,,395.32,envelope,high,,,Greenville SC 29605 Bowman 54133 ,,
52,52,,127.1,envelope,high,,,Lexington KY 40586 Golf View 8 ,,
53,53,,291.67,package,high,,,Tulsa OK 74116 Farragut 3 ,,
54,54,,5.89,package,medium,,,Cincinnati OH 45271 Tennyson 957 ,,
55,55,,187.78,package,high,,,Columbus GA 31904 Mockingbird 5556 ,,
56,56,,91.89,envelope,low,,,Chattanooga TN 37405 Cardinal 65615 ,,
57,57,,352.01,package,high,,,Houston TX 77260 Hudson 62035 ,,
58,58,,297.73,envelope,medium,,,Paterson NJ 07522 Aberg 500 ,,
59,59,,72.83,envelope,low,,,Boulder CO 80328 Orin 562 ,,
60,60,,98.26,envelope,medium,,,Nashville TN 37215 East 495 ,,
61,61,,252.35,envelope,high,,,Austin TX 78721 Menomonie 8182 ,,
62,62,,80.7,package,medium,,,Durham NC 27717 Marquette 1 ,,
63,63,,148.26,package,high,,,Baton Rouge LA 70810 Forest 92 ,,
64,64,,16.04,envelope,low,,,Seattle WA 98104 Texas 6 ,,
65,65,,301.4,envelope,high,,,Memphis TN 38126 Moland 77 ,,
66,66,,354.49,envelope,medium,,,Shreveport LA 71115 Independence 01 ,,
67,67,,285.1,envelope,high,,,Charlottesville VA 22908 Union 0 ,,
68,68,,257.64,package,medium,,,Hot Springs National Park AR 71914 4th 3244 147,,
69,69,,375.58,package,low,,,San Diego CA 92191 Redwing 59 ,,
70,70,,68,package,low,,,Lawrenceville GA 30245 Longview 697 ,,
71,71,,273.74,envelope,low,,,Fort Worth TX 76178 Loftsgordon 874 ,,
72,72,,269.53,package,high,,,Lancaster CA 93584 Buhler 9 ,,
73,73,,88.24,envelope,low,,,Saint Petersburg FL 33731 Garrison 1125 ,,
74,74,,199.6,envelope,high,,,Washington DC 20430 Dexter 481 ,,
75,75,,41.86,package,medium,,,El Paso TX 88546 Goodland 43256 ,,
76,76,,279.08,package,medium,,,Springfield MA 01129 Northwestern 4 ,,
77,77,,8.96,envelope,low,,,Boston MA 02283 Oakridge 42600 73,,
78,78,,268.44,package,low,,,Dayton OH 45414 Corry 7 ,,
79,79,,140.55,package,high,,,Monroe LA 71213 Service 78 ,,
80,80,,71.38,package,low,,,Tuscaloosa AL 35487 Miller 039 ,,
81,81,,267.86,envelope,low,,,Washington DC 20546 Fieldstone 690 ,,
82,82,,361.41,package,medium,,,Battle Creek MI 49018 Sutteridge 8655 ,,
83,83,,297.59,envelope,low,,,Long Beach CA 90805 Leroy 4 ,,
84,84,,249.01,envelope,high,,,Durham NC 27710 Dayton 940 ,,
85,85,,133.23,package,high,,,Saint Cloud MN 56398 Mallard 4 ,,
86,86,,334.45,envelope,low,,,Huntington WV 25721 Crescent Oaks 537 ,,
87,87,,347.11,package,low,,,New Orleans LA 70149 Calypso 9936 ,,
88,88,,299.84,package,low,,,San Diego CA 92127 Oneill 981 ,,
89,89,,39.89,package,medium,,,Jacksonville FL 32244 Meadow Vale 95 ,,
90,90,,175.83,package,medium,,,Greensboro NC 27425 Rockefeller 6232 ,,
91,91,,323.48,package,high,,,Albany NY 12262 Orin 77319 296,,
92,92,,301.51,package,medium,,,Madison WI 53716 Barby 18718 ,,
93,93,,272.12,envelope,high,,,Memphis TN 38114 Hagan 31 ,,
94,94,,374.51,package,low,,,Tallahassee FL 32304 Utah 455 ,,
95,95,,93.98,package,low,,,Northridge CA 91328 Cody 9 ,,
96,96,,313.99,envelope,high,,,Salt Lake City UT 84199 Haas 63 ,,
97,97,,131.72,envelope,high,,,New York City NY 10060 Tennessee 90502 113,,
98,98,,386.77,package,medium,,,El Paso TX 88519 Ramsey 872 ,,
99,99,,208.77,package,high,,,Gadsden AL 35905 Butternut 92918 10,,
100,100,,15.38,envelope,high,,,Warren OH 44485 Reindahl 60416 ,,
101,101,,381.36,package,low,,,Nashville TN 37210 David 032 ,,
102,102,,187.28,package,high,,,Grand Rapids MI 49544 Lighthouse Bay 7 33,,
103,103,,105.58,envelope,medium,,,Dallas TX 75216 Darwin 22455 ,,
104,104,,319.74,envelope,high,,,Miami FL 33190 Mcguire 4925 ,,
105,105,,334.73,envelope,medium,,,Marietta GA 30061 Butterfield 38 ,,
106,106,,239.7,envelope,high,,,Kansas City MO 64101 South 931 ,,
107,107,,35.41,envelope,medium,,,Tampa FL 33686 Scott 52 ,,
108,108,,244.59,package,high,,,San Bernardino CA 92424 Gerald 83906 ,,
109,109,,98.59,envelope,low,,,Indianapolis IN 46231 Maple Wood 3382 ,,
110,110,,235,envelope,medium,,,Brooklyn NY 11210 Mariners Cove 705 128,,
111,111,,253.63,package,medium,,,Chattanooga TN 37410 Loftsgordon 1 ,,
112,112,,18.66,envelope,low,,,New Orleans LA 70129 Katie 1 ,,
113,113,,289.54,package,high,,,Jacksonville FL 32230 Paget 696 ,,
114,114,,135.38,package,medium,,,Springfield MA 01114 Mendota 26 ,,
115,115,,44.34,package,high,,,New Haven CT 06505 Eggendart 819 ,,
116,116,,74.13,package,high,,,Huntington WV 25716 Meadow Ridge 565 ,,
117,117,,62.66,envelope,medium,,,Trenton NJ 08608 Dixon 3 ,,
118,118,,8.93,package,low,,,Phoenix AZ 85067 Graedel 97546 ,,
119,119,,323.22,package,medium,,,Washington DC 20425 Blaine 77162 ,,
120,120,,227.03,envelope,high,,,Shawnee Mission KS 66225 Pepper Wood 87638 ,,
121,121,,6.24,package,high,,,Newport Beach CA 92662 Namekagon 415 ,,
122,122,,21.26,package,high,,,Orlando FL 32803 Anzinger 4364 ,,
123,123,,31.01,envelope,high,,,Daytona Beach FL 32128 Fremont 82 ,,
124,124,,49.76,envelope,medium,,,Columbia SC 29215 Rutledge 202 ,,
125,125,,335.73,envelope,high,,,Columbus OH 43210 Clyde Gallagher 57264 ,,
126,126,,114.55,envelope,high,,,New Orleans LA 70129 Prairie Rose 807 ,,
127,127,,129.84,envelope,low,,,San Jose CA 95128 Luster 3269 ,,
128,128,,225,package,low,,,Saint Paul MN 55103 Ramsey 8 ,,
129,129,,184.49,envelope,low,,,Denver CO 80270 Almo 131 ,,
130,130,,313.81,package,high,,,Bozeman MT 59771 Fordem 07284 ,,
131,131,,248.24,package,medium,,,Corpus Christi TX 78426 Summer Ridge 83 ,,
132,132,,66.47,package,medium,,,Muncie IN 47306 Eagan 48 ,,
133,133,,294.56,envelope,low,,,Little Rock AR 72222 High Crossing 54 ,,
134,134,,380.8,envelope,low,,,Washington DC 20310 Crescent Oaks 1775 ,,
135,135,,142.51,package,high,,,Chicago IL 60609 Donald 471 257,,
136,136,,359.12,package,low,,,Hartford CT 06152 Elgar 91232 ,,
137,137,,215.55,envelope,medium,,,Mobile AL 36610 Hoffman 7532 ,,
138,138,,158.24,envelope,medium,,,Laredo TX 78044 Farmco 372 12,,
139,139,,98.3,envelope,medium,,,Houston TX 77245 Blaine 9 ,,
140,140,,29.91,envelope,medium,,,Evansville IN 47725 Prairie Rose 39 ,,
141,141,,89.55,package,high,,,Des Moines IA 50369 School 90356 ,,
142,142,,332.39,package,medium,,,Sacramento CA 95823 Hagan 2087 29,,
143,143,,179.81,package,medium,,,Huntington WV 25770 Havey 587 ,,
144,144,,96.66,package,low,,,Fresno CA 93750 Burrows 32574 ,,
145,145,,374.52,package,high,,,Richmond VA 23272 Karstens 9628 ,,
146,146,,256.86,envelope,low,,,Maple Plain MN 55572 Blackbird 25363 ,,
147,147,,360.62,envelope,high,,,Savannah GA 31416 7th 8 ,,
148,148,,248.01,envelope,low,,,Abilene TX 79605 Anniversary 005 ,,
149,149,,242.1,envelope,medium,,,Waterbury CT 06721 Meadow Ridge 194 ,,
150,150,,74.07,package,low,,,Washington DC 20029 Center 3898 ,,
151,151,,327.7,envelope,low,,,Boise ID 83716 Schurz 56 ,,
152,152,,243.02,envelope,high,,,Jacksonville FL 32220 Old Shore 1226 ,,
153,153,,395.89,package,high,,,Austin TX 78737 Mariners Cove 50675 ,,
154,154,,235.56,package,high,,,New York City NY 10165 Buell 6 61,,
155,155,,244.39,envelope,high,,,Montgomery AL 36104 Forster 53 ,,
156,156,,196.66,package,medium,,,San Jose CA 95160 East 3500 ,,
157,157,,217.05,package,medium,,,Rochester NY 14619 Sherman 21646 ,,
158,158,,98.95,package,high,,,Baton Rouge LA 70820 Jackson 00101 ,,
159,159,,311.48,envelope,high,,,Sioux City IA 51110 Armistice 889 ,,
160,160,,325.01,package,low,,,Orange CA 92862 Washington 55 ,,
161,161,,266.81,envelope,low,,,Lynn MA 01905 Pepper Wood 5015 ,,
162,162,,61.29,package,high,,,Virginia Beach VA 23454 Morningstar 74 ,,
163,163,,336.33,envelope,medium,,,Springfield IL 62764 Brickson Park 5 ,,
164,164,,274.85,envelope,low,,,Washington DC 20580 Mallard 92 ,,
165,165,,18.29,envelope,low,,,Seattle WA 98148 Pankratz 034 ,,
166,166,,76.95,envelope,high,,,Louisville KY 40256 Fordem 57 84,,
167,167,,92.63,envelope,medium,,,Washington DC 20530 Corben 51028 ,,
168,168,,257.64,envelope,high,,,Northridge CA 91328 Quincy 8957 ,,
169,169,,252.42,package,low,,,El Paso TX 79994 John Wall 9813 ,,
170,170,,48.29,package,medium,,,Knoxville TN 37995 Merchant 1 ,,
171,171,,153.5,package,medium,,,Cincinnati OH 45233 Victoria 24154 ,,
172,172,,76.39,envelope,medium,,,Concord CA 94522 Glacier Hill 08146 167,,
173,173,,322.74,package,high,,,Yonkers NY 10705 Schlimgen 48647 ,,
174,174,,324.44,package,low,,,West Palm Beach FL 33421 Roth 726 ,,
175,175,,393.57,package,low,,,Dallas TX 75216 Pawling 101 ,,
176,176,,73.89,envelope,medium,,,Saint Louis MO 63180 John Wall 7 ,,
177,177,,163.33,package,low,,,New York City NY 10004 Moulton 0966 ,,
178,178,,388.35,package,high,,,Hampton VA 23663 Tomscot 0 ,,
179,179,,305.66,package,low,,,Idaho Falls ID 83405 Coleman 981 ,,
180,180,,333.41,package,low,,,Huntsville AL 35805 Barnett 4 ,,
181,181,,150.97,envelope,medium,,,Cleveland OH 44111 Mayfield 521 ,,
182,182,,26.96,envelope,medium,,,Brooklyn NY 11247 Leroy 7 33,,
183,183,,309.03,envelope,low,,,Lexington KY 40515 Heath 1402 ,,
184,184,,353.87,envelope,low,,,Young America MN 55573 Almo 07360 ,,
185,185,,262,package,medium,,,Aurora CO 80015 Dakota 6 ,,
186,186,,259.2,envelope,low,,,Washington DC 20310 Vahlen 58 ,,
187,187,,105.87,envelope,medium,,,Louisville KY 40225 Independence 931 ,,
188,188,,289.55,package,low,,,New York City NY 10029 Jenifer 425 ,,
189,189,,392.23,package,low,,,Cape Coral FL 33915 Holmberg 44866 ,,
190,190,,118.24,envelope,low,,,Minneapolis MN 55412 Clemons 15436 ,,
191,191,,13.88,envelope,medium,,,Durham NC 27705 Garrison 178 ,,
192,192,,59.42,package,high,,,Evansville IN 47712 Calypso 79 ,,
193,193,,235.94,envelope,medium,,,Brooklyn NY 11247 Bayside 2960 ,,
194,194,,250.67,envelope,medium,,,Gainesville FL 32605 Tomscot 04626 ,,
195,195,,301.43,package,medium,,,Charleston WV 25331 Canary 4855 ,,
196,196,,319.84,package,medium,,,Huntsville AL 35805 Carpenter 581 ,,
197,197,,334.79,package,low,,,Mesa AZ 85215 Fuller 4582 ,,
198,198,,343.61,envelope,medium,,,Fort Lauderdale FL 33320 Hoffman 4 ,,
199,199,,276.27,package,low,,,Tampa FL 33694 Barby 6511 ,,
200,200,,46.22,envelope,medium,,,Young America MN 55551 Sunfield 9 ,,
201,201,,228.46,envelope,low,,,Houston TX 77240 Shasta 02462 ,,
202,202,,386.27,envelope,high,,,Midland MI 48670 Kim 7 25,,
203,203,,2.9,package,high,,,Milwaukee WI 53285 Westerfield 31 ,,
204,204,,168.29,package,low,,,Tulsa OK 74133 6th 4 ,,
205,205,,292.5,package,medium,,,Miami FL 33261 Alpine 09 ,,
206,206,,7.06,envelope,low,,,Sacramento CA 95894 Calypso 884 ,,
207,207,,74.94,package,high,,,Pocatello ID 83206 Raven 31385 ,,
208,208,,342.94,envelope,high,,,Chico CA 95973 Scott 17544 ,,
209,209,,196.29,package,high,,,Colorado Springs CO 80925 Meadow Vale 2075 ,,
210,210,,364.53,package,medium,,,El Paso TX 88514 Jackson 21708 ,,
211,211,,36.93,package,medium,,,Jacksonville FL 32277 Westridge 52 ,,
212,212,,24.4,envelope,high,,,Dearborn MI 48126 Lyons 0487 ,,
213,213,,151.27,envelope,low,,,Santa Monica CA 90410 Anderson 4 ,,
214,214,,346.89,envelope,medium,,,Raleigh NC 27615 Helena 0 ,,
215,215,,198.38,envelope,high,,,Fort Wayne IN 46814 Stoughton 5 ,,
216,216,,343.48,envelope,low,,,Cleveland OH 44191 Holy Cross 37668 ,,
217,217,,333.58,envelope,high,,,Shreveport LA 71151 Mallard 68 ,,
218,218,,248.75,envelope,medium,,,Cincinnati OH 45249 Clyde Gallagher 7839 ,,
219,219,,90.33,package,high,,,Boca Raton FL 33432 Stuart 71 ,,
220,220,,161,envelope,low,,,Buffalo NY 14215 Esch 5 ,,
221,221,,18.06,envelope,low,,,El Paso TX 79905 Norway Maple 81 ,,
222,222,,270.55,envelope,medium,,,Young America MN 55564 Morningstar 470 ,,
223,223,,87.51,package,low,,,Baton Rouge LA 70883 Del Mar 8770 ,,
224,224,,25.01,package,high,,,Waterbury CT 06705 Vermont 28370 ,,
225,225,,318.12,package,high,,,Muncie IN 47306 Mccormick 98 ,,
226,226,,377.46,envelope,medium,,,Albany NY 12210 Hoard 6 ,,
227,227,,141.99,package,medium,,,Inglewood CA 90398 Dorton 93 ,,
228,228,,326.13,package,high,,,Worcester MA 01654 East 0 ,,
229,229,,71.67,package,high,,,Maple Plain MN 55579 Linden 86 ,,
230,230,,26.61,envelope,low,,,Colorado Springs CO 80930 Coleman 01 ,,
231,231,,355.76,package,medium,,,Columbus OH 43215 Waxwing 447 ,,
232,232,,356.65,package,medium,,,Hayward CA 94544 Anderson 7 ,,
233,233,,154.82,package,high,,,Independence MO 64054 Grim 8993 ,,
234,234,,390.24,package,high,,,New York City NY 10170 Delladonna 81 ,,
235,235,,246.47,package,medium,,,Garland TX 75049 Pierstorff 8 ,,
236,236,,82.18,envelope,high,,,Pueblo CO 81010 Bultman 942 ,,
237,237,,55.76,envelope,high,,,New Brunswick NJ 08922 Mcbride 27024 ,,
238,238,,229.15,envelope,high,,,Reno NV 89505 Grasskamp 3854 ,,
239,239,,16.44,package,high,,,Fort Wayne IN 46862 Continental 89 ,,
240,240,,270.58,package,low,,,Bronx NY 10464 Bay 3 76,,
241,241,,286.76,package,low,,,Oakland CA 94616 Anniversary 29 70,,
242,242,,233.36,envelope,high,,,Houston TX 77212 Kim 5 ,,
243,243,,17.2,package,medium,,,Washington DC 20420 Mcguire 36100 ,,
244,244,,37.25,envelope,low,,,Cleveland OH 44197 Talisman 4 ,,
245,245,,332.98,envelope,high,,,Cincinnati OH 45249 Bluejay 390 6,,
246,246,,115,envelope,medium,,,Roanoke VA 24029 Thierer 979 ,,
247,247,,256.16,envelope,low,,,Syracuse NY 13205 Loomis 0237 ,,
248,248,,336.74,envelope,low,,,Washington DC 20022 Fairfield 4854 ,,
249,249,,73.97,envelope,high,,,Fort Lauderdale FL 33330 Hallows 73686 ,,
250,250,,33.39,envelope,low,,,Savannah GA 31416 Kedzie 662 ,,
251,251,,107.75,envelope,medium,,,Fort Myers FL 33994 Waubesa 31326 ,,
252,252,,323.49,package,medium,,,Pinellas Park FL 34665 Londonderry 73445 ,,
253,253,,81.23,envelope,high,,,Lawrenceville GA 30245 High Crossing 10076 ,,
254,254,,96.48,envelope,medium,,,Mc Keesport PA 15134 Killdeer 4 ,,
255,255,,239.73,package,low,,,Battle Creek MI 49018 Cardinal 8 101,,
256,256,,104.5,package,low,,,Miami FL 33261 Petterle 91148 ,,
257,257,,109.13,package,medium,,,Albany NY 12222 Duke 81252 ,,
258,258,,97.72,envelope,low,,,Amarillo TX 79105 Eagle Crest 20 ,,
259,259,,276.03,envelope,high,,,Roanoke VA 24029 Spohn 42293 ,,
260,260,,328.22,package,medium,,,Portland OR 97211 Saint Paul 3 ,,
261,261,,280.47,envelope,high,,,Anderson SC 29625 Tomscot 2002 ,,
262,262,,292.74,package,high,,,Seattle WA 98133 Cottonwood 187 ,,
263,263,,145.91,package,medium,,,Cambridge MA 02142 Londonderry 3855 ,,
264,264,,228.16,envelope,low,,,Sacramento CA 94245 Straubel 405 ,,
265,265,,163.89,envelope,high,,,San Francisco CA 94116 Mesta 4 123,,
266,266,,323.97,envelope,high,,,Orlando FL 32825 Shasta 46293 ,,
267,267,,259.63,package,high,,,New York City NY 10184 Westport 5 ,,
268,268,,366.94,package,high,,,Sacramento CA 95894 Ridge Oak 2 ,,
269,269,,394.69,package,medium,,,Erie PA 16505 Grasskamp 976 ,,
270,270,,213.97,envelope,high,,,Decatur GA 30089 Graceland 96 ,,
271,271,,8.35,package,low,,,Lake Charles LA 70616 Stuart 24 ,,
272,272,,319.96,package,high,,,Pensacola FL 32526 Esch 917 71,,
273,273,,162.72,envelope,low,,,Reno NV 89519 Blue Bill Park 898 ,,
274,274,,161.58,package,high,,,Springfield VA 22156 Crownhardt 53 ,,
275,275,,180.5,envelope,low,,,Chicago IL 60697 Golf Course 7 ,,
276,276,,9.36,package,medium,,,Boulder CO 80310 Loftsgordon 06863 ,,
277,277,,260.41,envelope,high,,,Rochester NY 14619 Pennsylvania 13 ,,
278,278,,118.61,package,medium,,,Seattle WA 98175 Monument 2 ,,
279,279,,126.35,package,medium,,,Des Moines IA 50315 Cambridge 133 ,,
280,280,,353.36,envelope,medium,,,Kansas City MO 64193 Dorton 84 ,,
281,281,,109.32,envelope,low,,,Springfield IL 62705 Browning 14511 ,,
282,282,,37.46,envelope,high,,,Reno NV 89510 Mosinee 741 ,,
283,283,,281.47,package,high,,,Lynchburg VA 24503 Stone Corner 3822 ,,
284,284,,288.88,envelope,medium,,,Charlotte NC 28235 Karstens 7428 ,,
285,285,,180.23,envelope,medium,,,Washington DC 20540 Lien 5 ,,
286,286,,61.99,package,high,,,El Paso TX 79989 Packers 83546 ,,
287,287,,22.09,package,high,,,Chesapeake VA 23324 Delladonna 87 ,,
288,288,,138.26,package,low,,,Texarkana TX 75507 Daystar 9080 ,,
289,289,,262.43,envelope,high,,,Detroit MI 48242 Alpine 848 154,,
290,290,,35.9,envelope,high,,,Tampa FL 33625 Shasta 0811 ,,
291,291,,133.89,package,medium,,,Topeka KS 66611 Kropf 3879 ,,
292,292,,309,envelope,medium,,,Arlington TX 76011 Bartelt 29614 ,,
293,293,,370.64,package,high,,,Danbury CT 06816 Becker 924 ,,
294,294,,201.59,package,low,,,Honolulu HI 96850 Memorial 55869 ,,
295,295,,30.56,package,high,,,Albany NY 12255 Muir 3597 ,,
296,296,,364.53,envelope,medium,,,Kansas City MO 64130 Daystar 09 ,,
297,297,,263.08,envelope,high,,,Baltimore MD 21239 Dayton 7876 ,,
298,298,,389.12,package,low,,,Billings MT 59112 Elgar 1 ,,
299,299,,330.88,package,medium,,,Jersey City NJ 07305 Columbus 5 217,,
300,300,,308.25,package,low,,,Indianapolis IN 46221 Paget 84 215,,
301,301,,191.03,envelope,low,,,Charleston WV 25313 Jackson 297 26,,
302,302,,163.47,package,high,,,Elizabeth NJ 07208 Wayridge 55 ,,
303,303,,280.3,envelope,high,,,Columbia SC 29208 Golf View 8 ,,
304,304,,187,envelope,low,,,Houston TX 77010 Helena 39561 ,,
305,305,,335.27,envelope,medium,,,Macon GA 31217 Amoth 5429 ,,
306,306,,391.5,envelope,high,,,Youngstown OH 44505 Moose 85 ,,
307,307,,287.21,package,high,,,El Paso TX 79984 Warner 15 ,,
308,308,,159.23,package,high,,,Las Vegas NV 89166 Scoville 23368 ,,
309,309,,295.45,envelope,medium,,,Duluth GA 30195 Emmet 7 ,,
310,310,,149.1,envelope,high,,,Kansas City MO 64109 Sheridan 752 ,,
311,311,,397.89,envelope,low,,,Monroe LA 71208 Mendota 29 ,,
312,312,,62.3,package,medium,,,Naples FL 33961 Coolidge 0432 ,,
313,313,,190.57,envelope,medium,,,Lexington KY 40581 Green Ridge 4 ,,
314,314,,387.27,envelope,medium,,,Salem OR 97306 Eagan 0679 ,,
315,315,,286.51,package,low,,,Lancaster PA 17605 Butternut 283 ,,
316,316,,377.46,package,high,,,Peoria IL 61614 Fairview 9 ,,
317,317,,367.23,package,high,,,Charlotte NC 28263 Utah 8393 ,,
318,318,,27.59,envelope,high,,,Wilkes Barre PA 18768 Twin Pines 2269 ,,
319,319,,143.57,envelope,high,,,West Palm Beach FL 33416 Ronald Regan 9 ,,
320,320,,241.6,envelope,high,,,New York City NY 10203 Marcy 60 ,,
321,321,,271.92,package,high,,,Atlanta GA 30311 Loomis 59891 162,,
322,322,,26.2,envelope,low,,,Dallas TX 75231 Bay 709 ,,
323,323,,359.02,package,low,,,Philadelphia PA 19125 Dahle 3 ,,
324,324,,261.7,package,low,,,Van Nuys CA 91406 Aberg 6 ,,
325,325,,201.4,envelope,low,,,Hartford CT 06105 2nd 333 ,,
326,326,,331.02,package,medium,,,Atlanta GA 30316 Corben 0 ,,
327,327,,220.84,envelope,low,,,Scranton PA 18514 High Crossing 91 ,,
328,328,,119.93,envelope,medium,,,Washington DC 20566 Loomis 72732 79,,
329,329,,224.06,package,medium,,,Birmingham AL 35205 Kingsford 7850 ,,
330,330,,74.25,package,high,,,Des Moines IA 50330 Randy 97229 ,,
331,331,,389.64,envelope,high,,,Provo UT 84605 Northland 70 ,,
332,332,,68.91,package,low,,,Wichita KS 67260 Nevada 54 ,,
333,333,,232.54,envelope,low,,,Tacoma WA 98447 Mockingbird 7218 ,,
334,334,,146.94,envelope,low,,,Tampa FL 33610 West 8 93,,
335,335,,69.65,package,low,,,Flushing NY 11355 Bunting 299 112,,
336,336,,368.75,envelope,low,,,Madison WI 53716 Basil 9852 ,,
337,337,,317.68,package,high,,,Lexington KY 40581 Amoth 4962 ,,
338,338,,340.64,envelope,high,,,Roanoke VA 24004 Ridgeway 39141 134,,
339,339,,45.09,package,high,,,Harrisburg PA 17105 Eagan 063 ,,
340,340,,116.54,package,low,,,Dallas TX 75246 Scoville 022 ,,
341,341,,171.82,envelope,high,,,Houston TX 77030 Eagan 6478 ,,
342,342,,321.15,package,medium,,,Boston MA 02163 Elgar 12446 ,,
343,343,,239.97,package,high,,,Camden NJ 08104 Parkside 80 117,,
344,344,,348.48,package,high,,,Fresno CA 93786 Fairfield 67 ,,
345,345,,66.8,envelope,medium,,,Pensacola FL 32526 Jana 790 162,,
346,346,,331.93,package,medium,,,Duluth GA 30195 Marcy 942 ,,
347,347,,322.09,package,high,,,Hot Springs National Park AR 71914 Drewry 8632 247,,
348,348,,399.25,envelope,low,,,Prescott AZ 86305 Canary 97011 ,,
349,349,,8.53,envelope,medium,,,Boise ID 83711 Packers 97871 ,,
350,350,,87.85,envelope,medium,,,Odessa TX 79764 Almo 3 ,,
351,351,,145.38,package,high,,,Sioux City IA 51110 Portage 809 ,,
352,352,,370.17,envelope,low,,,Anchorage AK 99522 Karstens 566 ,,
353,353,,241.19,envelope,high,,,Philadelphia PA 19146 Kings 7 ,,
354,354,,359.99,envelope,high,,,Amarillo TX 79116 4th 585 ,,
355,355,,304.59,package,high,,,San Francisco CA 94177 Marcy 14 ,,
356,356,,147.93,envelope,low,,,Warren OH 44485 Morning 3030 ,,
357,357,,238.72,package,medium,,,Anchorage AK 99507 Washington 22342 ,,
358,358,,215.33,envelope,medium,,,Portland ME 04109 Merchant 7051 ,,
359,359,,347.99,package,medium,,,Hartford CT 06145 Thierer 72053 ,,
360,360,,89.7,envelope,medium,,,Oklahoma City OK 73179 Helena 996 ,,
361,361,,357.64,package,high,,,Shreveport LA 71115 Norway Maple 4381 ,,
362,362,,132.11,package,low,,,New York City NY 10029 Sheridan 2 ,,
363,363,,177.24,envelope,high,,,Las Vegas NV 89115 Northfield 03671 ,,
